Time (h);U1 (V);U2 (V);U3 (V);U4 (V);U5 (V);Utot (V);J (A/cmｲ);I (A);TinH2 (ｰC);ToutH2 (ｰC);TinAIR (ｰC);ToutAIR (ｰC);TinWAT (ｰC);ToutWAT (ｰC);PinAIR (mbara);PoutAIR (mbara);PoutH2 (mbara);PinH2 (mbara);DinH2 (l/mn);DoutH2 (l/mn);DinAIR (l/mn);DoutAIR (l/mn);DWAT (l/mn);HrAIRFC (%)
664,2804311;0,649;0,643;0,641;0,64;0,63;3,149;0,70061;70,061;29,044;39,106;45,437;51,177;53,663;55,448;1299,133;1265,504;1299,502;1286,622;4,777;2,149;23,036;21,27;2,038;52,197
664,2888206;0,649;0,643;0,642;0,639;0,63;3,148;0,70061;70,061;29,04;39,23;45,451;51,205;53,694;55,479;1297,711;1264,252;1295,396;1283,148;4,792;2,127;23,036;21,156;2,041;52,134
664,2972161;0,648;0,643;0,641;0,64;0,63;3,147;0,70056;70,056;29,032;39,373;45,435;51,246;53,696;55,47;1296,232;1264,196;1296,708;1284,458;4,793;2,026;23,036;21,209;2,023;52,089
664,3055997;0,648;0,643;0,642;0,641;0,631;3,149;0,70061;70,061;29,04;39,256;45,435;51,204;53,247;55,363;1300,839;1268,521;1302,011;1290,097;4,774;2,047;23,036;21,206;2,027;52,303
664,3139894;0,649;0,644;0,642;0,641;0,631;3,15;0,70066;70,066;29,04;39,146;45,437;51,181;53,652;55,402;1300,953;1268,122;1305,661;1294,483;4,794;2,089;23,036;21,208;2,033;52,207
664,3223792;0,649;0,644;0,642;0,64;0,63;3,149;0,70061;70,061;29,057;39,085;45,605;51,197;53,674;55,451;1301,692;1268,862;1300,243;1288,787;4,809;2,148;23,036;21,238;2,038;52,076
664,3307692;0,648;0,643;0,642;0,64;0,631;3,149;0,70061;70,061;29,037;39,059;45,838;51,193;53,708;55,487;1300,953;1267,781;1296,822;1284,458;4,793;2,126;23,034;21,268;2,041;51,908
664,3391603;0,647;0,643;0,641;0,64;0,63;3,146;0,70061;70,061;29,043;39,206;45,971;51,137;53,532;55,196;1299,474;1267,667;1294,94;1282,464;4,794;2,128;23,047;21,255;2,042;52,654
664,3475494;0,648;0,644;0,64;0,64;0,631;3,148;0,70061;70,061;29,06;39,066;46,033;51,185;53,582;55,4;1298,621;1266,472;1298,989;1286,622;4,787;2,046;23,039;21,209;2,044;52,172
664,3559378;0,648;0,644;0,641;0,64;0,631;3,148;0,70061;70,061;29,052;39,029;46,091;51,174;53,633;55,442;1298,848;1266,472;1302,296;1291,008;4,795;2,088;23,041;21,208;2,043;52,222
664,3643281;0,648;0,644;0,641;0,64;0,631;3,149;0,70056;70,056;29,044;38,973;46,168;51,182;53,688;55,458;1298,962;1266,586;1305,433;1293,401;4,794;2,108;23,038;21,215;2,045;52,068
664,3727189;0,648;0,643;0,64;0,64;0,63;3,146;0,70056;70,056;29,057;39,54;46,154;51,163;53,513;55,325;1298,734;1266,415;1300,7;1288,844;4,794;2,148;23,036;21,206;2,041;52,393
664,3811075;0,647;0,643;0,641;0,64;0,63;3,145;0,70066;70,066;29,049;39,134;46,111;51,166;53,646;55,44;1296,345;1263,456;1297,221;1285,085;4,792;2,126;23,036;20,999;2,042;52,145
664,3894967;0,648;0,644;0,641;0,64;0,63;3,149;0,70061;70,061;29,053;39,078;46,073;51,185;53,703;55,482;1301,18;1268,407;1294,426;1282,066;4,793;2,105;23,036;21,206;2,042;51,959
664,3978878;0,648;0,644;0,641;0,641;0,631;3,15;0,70066;70,066;29,055;39,53;46,053;51,174;53,636;55,412;1302,261;1268,862;1300,015;1287,648;4,806;2,046;23,036;21,204;2,02;52,204
664,4062761;0,649;0,645;0,642;0,64;0,631;3,15;0,70056;70,056;29,041;39,067;46,049;51,207;53,698;55,469;1301,92;1269,09;1303,665;1291,92;4,792;2,09;23,036;21,209;2,025;52,045
664,4146667;0,648;0,644;0,641;0,64;0,631;3,146;0,70061;70,061;29,052;38,984;46,026;51,136;53,528;55,234;1300,27;1267,667;1305,661;1293,742;4,793;2,129;23,038;21,27;2,027;52,532
664,4230569;0,648;0,644;0,641;0,639;0,631;3,147;0,70061;70,061;29,05;39,046;46,029;51,168;53,63;55,409;1300,612;1267,667;1299,103;1286,395;4,78;2,126;23,036;21,209;2,031;52,108
664,4314464;0,648;0,644;0,641;0,639;0,63;3,146;0,70061;70,061;29,038;39,58;46,101;51,203;53,648;55,436;1299,929;1267,382;1295,624;1282,863;4,793;2,127;23,036;21,208;2,035;52,087
664,4398358;0,649;0,644;0,641;0,639;0,63;3,149;0,70061;70,061;29,037;39,066;46,117;51,199;53,712;55,47;1299,986;1267,667;1295,453;1282,237;4,794;2,046;23,036;21,266;2,036;52,023
664,4482269;0,648;0,644;0,642;0,64;0,63;3,149;0,70056;70,056;29,041;38,994;46,137;51,164;53,115;55,205;1300,839;1267,667;1301,156;1288,844;4,796;2,068;23,039;21,211;2,038;52,676
664,4566147;0,648;0,644;0,642;0,64;0,63;3,148;0,70061;70,061;29,057;39,14;46,157;51,14;53,655;55,393;1299,815;1266,529;1305,49;1293,344;4,793;2,091;23,038;21,208;2,042;52,298
664,4650064;0,649;0,644;0,64;0,64;0,63;3,146;0,70061;70,061;29,043;39,185;46,087;51,152;53,644;55,414;1296,971;1264,252;1300,015;1287,819;4,795;2,148;23,036;21,27;2,042;52,029
664,4733947;0,649;0,644;0,64;0,639;0,63;3,146;0,70061;70,061;29,058;39,154;46,116;51,236;53,684;55,445;1296,232;1264,196;1296,536;1283,205;4,792;2,125;23,039;21,209;2,042;52,129
664,481785;0,649;0,644;0,64;0,639;0,629;3,145;0,70061;70,061;29,05;39,209;46,171;51,273;53,756;55,488;1295,208;1263,001;1294,426;1282,123;4,793;2,068;23,036;21,206;2,042;51,995
664,4901739;0,649;0,643;0,641;0,639;0,63;3,146;0,70051;70,051;29,064;39,192;46,172;51,182;53,612;55,308;1295,833;1264,139;1302,467;1290,496;4,795;2,068;23,038;21,221;2,035;52,505
664,4985642;0,649;0,644;0,642;0,64;0,631;3,149;0,70056;70,056;29,072;39,327;46,146;51,215;53,654;55,412;1302,83;1270,854;1305,661;1293,401;4,795;2,127;22,965;21,139;2,038;52,148
664,5069542;0,649;0,644;0,641;0,64;0,631;3,148;0,70061;70,061;29,05;39,437;46,162;51,236;53,701;55,415;1301,124;1267,951;1299,16;1286,565;4,793;2,149;23,038;21,208;2,04;52,208
664,5153439;0,649;0,644;0,641;0,64;0,63;3,149;0,70061;70,061;29,064;39,36;46,162;51,239;53,698;55,519;1301,692;1268,919;1295,339;1282,578;4,795;2,125;23,039;21,209;2,005;52,116
664,5237336;0,649;0,644;0,64;0,64;0,63;3,149;0,70061;70,061;29,055;39,217;46,168;51,127;53,592;55,316;1302,204;1268,862;1297,791;1285,198;4,793;2,068;23,036;21,213;2,039;52,477
664,5321228;0,647;0,643;0,64;0,64;0,63;3,144;0,70056;70,056;29,043;39,142;46,146;51,166;53,592;55,378;1295,435;1262,09;1301,384;1289,243;4,794;2,089;23,038;21,251;2,046;52,219
664,5405128;0,648;0,644;0,64;0,641;0,63;3,148;0,70061;70,061;29,072;39,404;46,114;51,209;53,627;55,395;1300,896;1268,748;1303,893;1291,692;4,795;2,089;23,038;21,211;2,047;52,146
664,5489028;0,648;0,644;0,641;0,641;0,631;3,149;0,70051;70,051;29,058;39,307;46,093;51,22;53,705;55,449;1302,375;1270,114;1305,49;1293,401;4,794;2,088;23,036;21,268;2,05;52,076
664,5572925;0,649;0,644;0,64;0,64;0,631;3,148;0,70061;70,061;29,061;39,263;46,11;51,256;53,721;55,468;1296,345;1263,114;1300,072;1288,103;4,788;2,147;23,039;21,388;2,05;51,945
664,5656836;0,648;0,644;0,64;0,64;0,632;3,149;0,70061;70,061;29,053;39,188;46,134;51,22;53,381;55,514;1301,351;1267,951;1296,594;1283,148;4,796;2,128;23,036;21,209;2,032;51,925
664,5740714;0,648;0,644;0,641;0,64;0,631;3,149;0,70061;70,061;29,055;39,141;46,143;51,078;53,609;55,35;1300,668;1267,667;1294,369;1281,952;4,8;2,125;23,036;21,211;2,057;52,37
664,5824611;0,649;0,644;0,642;0,641;0,631;3,149;0,70061;70,061;29,076;39,268;46,177;51,134;53,599;55,399;1300,612;1267,269;1300,015;1287,705;4,793;2,068;23,036;21,215;2,057;52,17
664,5908517;0,648;0,644;0,642;0,641;0,631;3,149;0,70061;70,061;29,067;39,148;46,206;51,165;53,657;55,451;1299,986;1266,927;1303,437;1291,407;4,794;2,089;23,038;21,213;2,057;52,098
664,5992414;0,648;0,643;0,642;0,641;0,631;3,15;0,70061;70,061;29,046;39,301;46,192;51,196;53,702;55,482;1301,067;1267,724;1305,49;1293,457;4,792;2,088;23,039;21,244;2,008;51,971
664,6076317;0,648;0,643;0,642;0,64;0,63;3,148;0,70061;70,061;29,072;39,275;46,194;51,232;53,635;55,4;1299,588;1267,781;1300,015;1287,932;4,795;2,148;23,036;21,208;2,042;52,114
664,6160206;0,648;0,642;0,641;0,64;0,63;3,145;0,70061;70,061;29,052;39,369;46,231;51,243;53,669;55,472;1298,848;1267,098;1296,765;1284,344;4,793;2,126;23,036;21,202;2,043;51,994
664,6244106;0,648;0,643;0,642;0,64;0,63;3,145;0,70056;70,056;29,058;39,489;46,261;51,254;53,71;55,502;1298,734;1266,756;1294,483;1282,009;4,793;2,126;23,036;21,206;1,993;51,852
664,6327997;0,648;0,643;0,642;0,64;0,631;3,148;0,70061;70,061;29,072;39,185;46,301;51,188;53,62;55,397;1299,246;1266,813;1299,958;1287,705;4,793;2,068;23,038;21,206;2,023;52,095
664,64119;0,649;0,643;0,642;0,641;0,631;3,149;0,70056;70,056;29,049;39,095;46,336;51,196;53,673;55,455;1301,01;1268,008;1304,407;1292,261;4,795;2,068;23,036;21,276;2,027;51,978
664,64958;0,649;0,643;0,641;0,641;0,632;3,149;0,70061;70,061;29,061;39,316;46,342;51,183;53,713;55,472;1301,18;1268,293;1304,178;1291,293;4,795;2,17;23,036;21,249;2,029;51,891
664,6579697;0,649;0,643;0,643;0,64;0,631;3,149;0,70061;70,061;29,069;39,198;46,394;51,132;53,517;55,291;1303,399;1270,911;1298,59;1285,597;4,793;2,148;23,038;21,147;2,042;52,486
664,6663633;0,648;0,643;0,643;0,639;0,631;3,149;0,70061;70,061;29,057;39,081;46,403;51,146;53,653;55,435;1303,911;1271,252;1295,738;1282,92;4,794;2,125;23,039;21,213;2,043;52,123
664,6747486;0,648;0,643;0,643;0,64;0,631;3,148;0,70056;70,056;29,079;38,959;46,376;51,174;53,663;55,451;1303,683;1271,935;1296,08;1283,319;4,793;2,046;23,036;21,211;2,042;51,907
664,6831386;0,648;0,643;0,644;0,641;0,631;3,149;0,70066;70,066;29,063;39,098;46,388;51,134;53,233;55,263;1302,944;1271,024;1301,384;1288,844;4,796;2,073;23,034;21,217;2,035;52,437
664,6915292;0,649;0,643;0,643;0,641;0,631;3,15;0,70051;70,051;29,061;38,975;46,351;51,112;53,616;55,369;1302,546;1270,626;1304,635;1292,717;4,796;2,088;23,074;21,209;2,04;52,172
664,6999181;0,649;0,643;0,643;0,64;0,631;3,149;0,70056;70,056;29,053;39,395;46,298;51,075;53,629;55,435;1303,399;1271,081;1302,296;1289,926;4,793;2,171;23,036;21,211;2,04;51,962
664,7083083;0,649;0,643;0,642;0,641;0,631;3,149;0,70061;70,061;29,073;39,097;46,249;51,126;53,66;55,474;1303,854;1271,024;1297,677;1284,515;4,793;2,127;23,038;21,211;2,042;51,904
664,7166981;0,648;0,642;0,642;0,64;0,63;3,145;0,70061;70,061;29,052;39,048;46,263;51,09;53,246;55,046;1303,456;1271,48;1295,168;1282,009;4,801;2,125;23,039;21,206;2,024;52,977
664,7250886;0,649;0,643;0,642;0,64;0,631;3,148;0,70056;70,056;29,064;38,891;46,272;51,07;53,583;55,392;1303,74;1271,366;1298,932;1286,452;4,793;2,046;23,036;21,28;2,03;52,11
664,7334781;0,648;0,643;0,643;0,639;0,631;3,146;0,70056;70,056;29,076;38,8;46,299;51,081;53,584;55,405;1303,399;1270,911;1304,635;1293,002;4,794;2,068;23,034;21,213;2,034;52,133
664,7418664;0,65;0,643;0,643;0,64;0,631;3,149;0,70061;70,061;29,073;39,005;46,272;51,098;53,628;55,422;1304,479;1271,992;1301,84;1289,869;4,795;2,191;23,036;21,265;2,035;52,11
664,7502569;0,649;0,643;0,643;0,64;0,631;3,15;0,70061;70,061;29,058;38,967;46,305;51,113;53,676;55,488;1304,878;1272,163;1296,936;1284,002;4,794;2,128;23,036;21,272;2,035;51,944
664,7586464;0,647;0,642;0,642;0,638;0,63;3,143;0,70051;70,051;29,05;38,868;46,284;51,022;53,212;54,989;1296,744;1263,683;1293,742;1281,382;4,794;2,127;23,036;21,208;2,034;53,14
664,7670464;0,648;0,642;0,642;0,64;0,631;3,146;0,70056;70,056;29,052;38,913;46,283;51,024;53,579;55,367;1297,824;1265,106;1301,099;1288,844;4,792;2,068;23,039;21,225;2,038;52,227
664,7754258;0,648;0,642;0,642;0,639;0,63;3,146;0,70061;70,061;29,041;39,116;46,304;51,134;53,576;55,355;1297,369;1265,163;1305,49;1293,23;4,796;2,068;23,036;21,208;2,041;52,27
664,7838158;0,648;0,642;0,643;0,64;0,63;3,148;0,70061;70,061;29,029;39,088;46,35;51,141;53,609;55,424;1296,402;1264,366;1300,7;1288,844;4,794;2,148;23,034;21,206;2,041;52,155
664,7922053;0,648;0,643;0,643;0,639;0,631;3,147;0,70061;70,061;29,034;38,991;46,383;51,161;53,682;55,455;1300,384;1268,577;1296,422;1283,319;4,794;2,128;23,038;21,211;2,042;52,068
664,800595;0,649;0,643;0,643;0,639;0,631;3,148;0,70061;70,061;29,034;38,928;46,422;51,164;53,517;55,443;1301,124;1268,35;1294,54;1281,097;4,815;2,126;23,036;21,206;2,019;52,098
664,808985;0,649;0,643;0,644;0,639;0,63;3,149;0,70061;70,061;29,04;38,79;46,419;51,148;53,658;55,443;1301,067;1268,862;1298,875;1285,825;4,795;2,068;23,036;21,213;2,024;52,137
664,8173747;0,649;0,643;0,643;0,639;0,631;3,149;0,70061;70,061;29,037;38,727;46,411;51,145;53,699;55,469;1301,237;1268,976;1302,296;1289,926;4,792;2,071;23,036;21,209;2,028;52,037
664,8257647;0,648;0,643;0,643;0,641;0,631;3,149;0,70061;70,061;29,046;38,964;46,393;51,134;53,546;55,334;1301,18;1268,919;1304,578;1292,546;4,793;2,089;23,036;21,208;2,027;52,354
664,8341539;0,648;0,644;0,642;0,64;0,631;3,15;0,70061;70,061;29,034;38,91;46,39;51,143;53,635;55,461;1298,791;1265,334;1303,779;1292,261;4,795;2,17;23,041;21,458;2,036;52,103
664,8425478;0,648;0,643;0,642;0,64;0,631;3,147;0,70056;70,056;29,027;39,083;46,402;51,152;53,679;55,5;1300,043;1267,496;1298,875;1286,452;4,796;2,147;23,036;21,213;2,038;52,043
664,8509336;0,647;0,643;0,643;0,64;0,631;3,149;0,70061;70,061;29,044;39,121;46,364;51,062;53,554;55,309;1302,147;1268,805;1295,339;1283,091;4,794;2,128;23,036;21,24;2,03;52,379
664,8593239;0,648;0,644;0,643;0,64;0,63;3,149;0,70061;70,061;29,038;39,144;46,379;51,084;53,603;55,426;1301,977;1269,431;1296,765;1284,572;4,784;2,068;23,036;21,27;2,033;52,093
664,8677136;0,648;0,643;0,643;0,639;0,63;3,146;0,70061;70,061;29,021;39,036;46,354;51,075;53,641;55,47;1301,124;1267,667;1300,072;1287,762;4,804;2,077;23,036;21,209;2,035;52,021
664,8761033;0,649;0,643;0,643;0,64;0,63;3,149;0,70056;70,056;29,023;38,987;46,4;51,187;53,702;55,49;1300,213;1268,748;1303,323;1291,122;4,793;2,089;23,036;21,204;2,037;51,94
664,8844922;0,648;0,643;0,643;0,639;0,63;3,147;0,70061;70,061;29,008;39,193;46,359;51,032;53,486;55,194;1299,189;1267,724;1305,091;1293,059;4,794;2,09;23,036;21,213;2,04;52,688
664,8928825;0,648;0,642;0,644;0,64;0,631;3,148;0,70061;70,061;29,018;39,245;46,325;51,051;53,561;55,408;1300,953;1268,748;1302,239;1290,097;4,793;2,148;23,036;21,266;2,042;52,18
664,9012719;0,648;0,643;0,643;0,64;0,63;3,148;0,70061;70,061;29,017;39,146;46,376;51,047;53,599;55,419;1297,995;1266,529;1298,761;1285,825;4,796;2,126;23,036;21,202;2,042;53,133
664,9096628;0,648;0,643;0,644;0,64;0,631;3,149;0,70061;70,061;29,009;39,137;46,388;51,104;53,658;55,467;1298,905;1266,529;1296,479;1283,433;4,794;2,126;23,038;21,209;2,042;53,146
664,9180517;0,648;0,643;0,643;0,639;0,631;3,148;0,70061;70,061;29,037;39,384;46,44;51,141;53,657;55,51;1298,678;1266,472;1294,483;1281,952;4,793;2,109;23,038;21,208;1,988;53,198
664,9264419;0,648;0,643;0,643;0,64;0,631;3,149;0,70066;70,066;29,011;39,29;46,452;51,045;53,587;55,367;1298,791;1266,472;1299,388;1286,622;4,792;2,068;23,036;21,211;2,024;52,882
664,9348328;0,648;0,643;0,643;0,64;0,63;3,148;0,70061;70,061;29,014;39,349;46,431;51,125;53,593;55,426;1297,995;1265,675;1303,323;1291,464;4,795;2,068;23,038;21,202;2,029;53,075
664,9432208;0,648;0,642;0,643;0,64;0,63;3,146;0,70066;70,066;29,009;39,27;46,425;51,133;53,654;55,439;1298,678;1265,504;1305,547;1293,059;4,793;2,126;23,036;21,211;2,031;52,426
664,9516106;0,648;0,642;0,643;0,64;0,631;3,149;0,70061;70,061;29,014;39,221;46,383;51,137;53,623;55,517;1299,189;1266,244;1299,16;1286,11;4,807;2,126;23,036;21,208;2,001;52,165
664,9600003;0,648;0,642;0,643;0,639;0,63;3,146;0,70056;70,056;29,021;39,164;46,387;51,036;53,567;55,328;1300,555;1267,325;1295,738;1283,148;4,795;2,128;23,036;21,268;2,027;52,469
664,9683911;0,648;0,642;0,643;0,64;0,631;3,147;0,70061;70,061;29,005;39,428;46,348;51,088;53,579;55,374;1299,019;1266,529;1296,594;1284,116;4,793;2,046;23,034;21,209;2,031;52,36
664,9767806;0,648;0,642;0,643;0,64;0,631;3,148;0,70061;70,061;29,017;39,289;46,367;51,092;53,637;55,416;1298,678;1265,675;1301,099;1289,243;4,793;2,068;23,036;21,213;2,035;52,224
664,98517;0,649;0,643;0,644;0,641;0,631;3,15;0,70061;70,061;29,02;39,181;46,313;51,098;53,661;55,478;1299,929;1267,496;1304,578;1292,66;4,794;2,089;23,038;21,204;2,038;52,073
664,9935597;0,648;0,642;0,644;0,64;0,63;3,149;0,70061;70,061;29,014;39,092;46,296;51,11;53,717;55,493;1298,678;1265,96;1302,467;1289,47;4,793;2,171;23,036;21,206;2,031;51,963
665,0019492;0,648;0,642;0,642;0,641;0,63;3,146;0,70056;70,056;28,995;39,031;46,267;50,967;53,515;55,218;1298,166;1265,561;1298,418;1285,426;4,793;2,149;23,036;21,213;2,039;52,654
665,0103394;0,647;0,642;0,642;0,639;0,63;3,145;0,70061;70,061;28,986;39,005;46,304;51,045;53,548;55,366;1298,621;1266,13;1295,624;1282,806;4,799;2,126;23,036;21,209;2,042;52,273
665,0187303;0,648;0,642;0,643;0,639;0,63;3,145;0,70066;70,066;28,982;39,228;46,333;51,059;53,607;55,41;1299,019;1266,415;1296,194;1283,774;4,793;2,046;23,036;21,211;2,042;52,364
665,0271183;0,648;0,642;0,643;0,64;0,631;3,149;0,70066;70,066;28,974;39,101;46,341;51,053;53,637;55,449;1299,417;1266,187;1300,985;1288,844;4,795;2,068;23,036;21,202;2,041;52,094
665,0355081;0,647;0,643;0,643;0,64;0,631;3,149;0,70061;70,061;28,96;39,006;46,309;51,131;53,584;55,52;1298,848;1266,074;1304,92;1292,432;4,795;2,09;23,036;21,208;1,992;51,924
665,0438983;0,648;0,642;0,642;0,639;0,63;3,145;0,70061;70,061;28,946;38,96;46,313;51,142;53,637;55,413;1296,459;1264,366;1302,296;1289,869;4,796;2,171;23,039;21,065;2,038;52,174
665,0522878;0,648;0,642;0,644;0,641;0,631;3,149;0,70066;70,066;28,962;38,874;46,313;51,146;53,643;55,458;1303,399;1271,195;1297,848;1285,255;4,795;2,146;23,036;21,141;2,039;52,099
665,0606789;0,647;0,642;0,642;0,64;0,63;3,144;0,70056;70,056;28,954;39,367;46,263;51,136;53,489;55,463;1296,63;1264,252;1295,339;1282,863;4,792;2,126;23,038;21,16;2,023;52,015
665,0690678;0,648;0,642;0,643;0,639;0,63;3,145;0,70066;70,066;28,954;39,139;46,276;51,109;53,624;55,404;1299,929;1267,895;1296,879;1284,458;4,793;2,059;23,038;21,209;2,043;52,197
665,0774569;0,647;0,643;0,643;0,639;0,63;3,146;0,70071;70,071;28,965;39,11;46,273;51,09;53,649;55,449;1300,213;1267,61;1301,156;1289,3;4,793;2,068;23,034;21,211;2,044;52,007
665,0858467;0,648;0,643;0,643;0,639;0,631;3,149;0,70061;70,061;28,962;39,015;46,266;51,155;53,617;55,464;1300,896;1267,781;1304,464;1292,261;4,795;2,09;23,038;21,209;2,027;52,023
665,0942369;0,649;0,643;0,643;0,639;0,631;3,149;0,70061;70,061;28,951;38,963;46,313;51,118;53,693;55,496;1301,124;1268,521;1304,521;1291,635;4,793;2,171;23,038;21,211;2,018;51,915
665,1026264;0,648;0,643;0,643;0,639;0,63;3,146;0,70061;70,061;28,946;38,874;46,341;51,033;53,607;55,372;1301,067;1267,895;1298,704;1285,369;4,794;2,148;23,036;21,211;2,042;52,291
665,1110167;0,648;0,642;0,643;0,639;0,63;3,146;0,70061;70,061;28,946;38,961;46,342;51,063;53,605;55,426;1301,465;1268,805;1295,51;1283,034;4,794;2,128;23,036;21,266;2,042;52,105
665,1194064;0,648;0,642;0,644;0,639;0,63;3,144;0,70061;70,061;28,94;38,933;46,341;51,098;53,663;55,475;1299,019;1266,472;1296,594;1284,002;4,794;2,026;23,039;21,272;2,043;51,986
665,1277961;0,648;0,643;0,643;0,639;0,631;3,148;0,70066;70,066;28,972;39,047;46,379;51,133;53,64;55,487;1298,621;1265,448;1303,323;1291,407;4,796;2,068;23,036;21,209;2,012;52,028
665,136185;0,649;0,643;0,643;0,638;0,631;3,149;0,70061;70,061;28,942;38,97;46,394;51,128;53,673;55,485;1298,678;1265,448;1305,547;1293,287;4,795;2,149;23,036;21,204;2,02;51,951
665,1445758;0,648;0,643;0,642;0,639;0,631;3,147;0,70061;70,061;28,963;38,927;46,423;51,083;53,596;55,372;1298,734;1265,846;1298,532;1285,483;4,796;2,148;23,036;21,208;2,02;52,304
665,1529653;0,647;0,642;0,643;0,638;0,63;3,146;0,70061;70,061;28,945;39,039;46,357;51,125;53,643;55,458;1298,109;1265,846;1295,282;1282,294;4,793;2,126;23,036;21,265;2,046;52,017
665,161355;0,647;0,642;0,643;0,639;0,631;3,148;0,70061;70,061;28,931;38,968;46,374;51,144;53,665;55,474;1298,905;1266,472;1298,418;1285,654;4,794;2,046;23,036;21,261;2,046;52,068
665,1697444;0,646;0,642;0,643;0,64;0,631;3,144;0,70061;70,061;28,925;38,874;46,414;51,024;53,449;55,187;1298,962;1265,903;1302,867;1290,951;4,794;2,068;23,036;21,206;2,054;52,714
665,1781347;0,648;0,643;0,643;0,64;0,631;3,148;0,70061;70,061;28,927;38,785;46,4;51,016;53,552;55,405;1299,986;1266,756;1305,775;1293,457;4,795;2,09;23,036;21,265;2,056;52,215
665,1865253;0,647;0,643;0,642;0,638;0,631;3,146;0,70061;70,061;28,919;38,745;46,394;51,032;53,58;55,404;1298,962;1265,504;1300,015;1287,42;4,794;2,148;23,036;21,209;2,057;52,167
665,1949142;0,648;0,643;0,643;0,639;0,631;3,145;0,70071;70,071;28,907;38,788;46,399;51,134;53,617;55,455;1298,734;1267,098;1296,479;1283,091;4,795;2,127;23,036;21,206;2,061;51,971
665,203305;0,647;0,643;0,642;0,64;0,63;3,145;0,70061;70,061;28,916;38,994;46,344;51,14;53,643;55,464;1297,711;1265,846;1294,655;1280,927;4,792;2,126;23,038;21,208;2,059;51,911
665,2116939;0,647;0,643;0,642;0,64;0,63;3,148;0,70061;70,061;28,917;38,835;46,333;51,145;53,439;55,431;1297,711;1265,561;1299,616;1286,338;4,793;2,068;23,036;21,211;2,019;51,975
665,2200836;0,648;0,642;0,641;0,64;0,63;3,146;0,70066;70,066;28,922;38,836;46,318;51,119;53,623;55,435;1297,824;1265,391;1303,266;1290,325;4,795;2,089;23,036;21,213;2,037;51,987
665,2284725;0,648;0,643;0,642;0,639;0,631;3,149;0,70061;70,061;28,925;38,77;46,302;51,104;53,632;55,435;1299,303;1266,301;1305,148;1292,261;4,793;2,09;23,081;21,211;2,041;51,977
665,2368697;0,648;0,643;0,643;0,64;0,631;3,149;0,70061;70,061;28,913;38,991;46,342;51,095;53,667;55,479;1299,189;1266,415;1301,27;1288,559;4,794;2,17;23,038;21,213;2,042;51,903
665,2452528;0,647;0,643;0,643;0,64;0,631;3,149;0,70061;70,061;28,907;38,85;46,423;51,157;53,418;55,517;1298,905;1266,529;1297,335;1283,831;4,794;2,128;23,036;21,265;2,028;51,825
665,2536419;0,647;0,642;0,643;0,64;0,631;3,148;0,70056;70,056;28,908;38,941;46,478;51,114;53,612;55,403;1298,962;1266,756;1294,255;1280,927;4,792;2,126;23,039;21,274;2,051;52,197
665,2620322;0,648;0,642;0,643;0,639;0,63;3,149;0,70061;70,061;28,885;38,845;46,544;51,146;53,599;55,435;1298,791;1266,415;1300,015;1287,192;4,793;2,068;23,036;21,27;2,052;52,041
665,2704228;0,648;0,644;0,643;0,64;0,631;3,149;0,70071;70,071;28,901;38,997;46,572;51,125;53,661;55,449;1299,36;1266,813;1303,608;1291,749;4,794;2,089;23,038;21,266;2,054;52,008
665,2788117;0,647;0,643;0,643;0,641;0,632;3,149;0,70061;70,061;28,891;38,91;46,628;51,149;53,7;55,476;1300,612;1267,667;1304,578;1292,489;4,796;2,171;23,036;21,27;2,054;51,985
665,2872014;0,647;0,643;0,643;0,639;0,631;3,148;0,70066;70,066;28,881;38,836;46,685;51,084;53,576;55,367;1299,986;1267,553;1297,791;1285,426;4,793;2,148;23,058;21,265;2,031;52,251
665,2955911;0,646;0,643;0,643;0,639;0,631;3,145;0,70061;70,061;28,89;39,14;46,702;51,093;53,673;55,473;1300,1;1267,098;1294,883;1282,464;4,794;2,128;23,036;21,266;2,037;52,009
665,3039819;0,647;0,643;0,642;0,64;0,631;3,148;0,70061;70,061;28,894;38,851;46,698;51,102;53,688;55,5;1299,758;1266,643;1298,418;1286,395;4,793;2,068;23,039;21,265;2,02;51,951
665,3123717;0,647;0,644;0,643;0,64;0,631;3,149;0,70061;70,061;28,891;38,947;46,705;51,078;53,653;55,435;1300,668;1267,667;1302,182;1290,439;4,793;2,068;23,055;21,27;2,031;52,138
665,3207603;0,647;0,643;0,642;0,64;0,631;3,149;0,70061;70,061;28,887;38,899;46,651;51,135;53,691;55,503;1299,645;1267,382;1304,521;1292,375;4,794;2,092;23,036;21,202;2,025;51,871
665,3291503;0,647;0,643;0,642;0,64;0,631;3,146;0,70061;70,061;28,884;39,528;46,613;51,03;53,59;55,352;1298,109;1265,618;1304,578;1292,147;4,795;2,15;23,036;21,209;2,047;53,115
665,3375394;0,648;0,643;0,642;0,639;0,63;3,147;0,70061;70,061;28,878;38,968;46,601;51,064;53,594;55,412;1298,279;1265,96;1299,16;1286,85;4,795;2,148;23,036;21,206;2,047;53,243
665,3459308;0,648;0,643;0,643;0,64;0,63;3,148;0,70061;70,061;28,873;39,138;46,627;51,105;53,641;55,447;1299,246;1266,643;1295,567;1283,034;4,793;2,13;23,036;21,209;2,05;53,318
